ID_CURSO,TEMA_CLASSROOM,TITULO_MATERIAL,DESCRIPCION_MATERIAL,URL_GITHUB
,Sesión 16,"TXT - 016 Entrenador del Cerebro Acertijos, Lógica y Trivia Matinal (PDF)",Paso 1: Prompts de Comunicación y Texto (El poder de la palabra en la IA).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/16_Sesion/1.%20TXT-016_Entrenador%20del%20Cerebro_%20Acertijos%2C%20L%C3%B3gica%20y%20Trivia%20Matinal.pdf
,Sesión 16,EST - 016 BLANCO Y NEGRO (MONOCROMÁTICO) - La Joven de la Perla y Monalisa (PDF),Paso 2: Estilos Visuales de Imagen (Aprender a pedir estilos artísticos y fotográficos).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/16_Sesion/2.%20EST-016_BLANCO%20Y%20NEGRO%20%28MONOCROM%C3%81TICO%29%20-%20La%20Joven%20de%20la%20Perla%20y%20Monalisa%20.pdf
,Sesión 16,PRAC - 016 Creación de hoja de personaje (Model Sheet) (PDF),Paso 3: Taller Práctico con Gemini (Transformación y creatividad aplicada).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/16_Sesion/3.%20PRAC-016_Creaci%C3%B3n%20de%20hoja%20de%20personaje%20%28Model%20Sheet%29.pdf
,Sesión 16,5. NO. burningship fractal prores (MP4),Paso 4: Vídeo Fractal del Día en Alta Resolución (Visualización y asombro en aula).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/16_Sesion/4.%205.%20NO.%20burningship_fractal_prores.mp4
,Sesión 16,FRAC - 005 5. burningship fractal prores (PDF),Paso 4: Ficha del Fractal del Día (Geometría visual explicada para mayores).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/16_Sesion/4.%20FRAC-005%205.%20burningship_fractal_prores.pdf
,Sesión 16,INT - 016 Corte transversal del Canal de Panamá esclusas gigantes y física (PDF),Paso 5: El Mundo por Dentro y Reconstrucción Histórica (Corte transversal y arquitectura).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/16_Sesion/5.%20INT-016_Corte%20transversal%20del%20Canal%20de%20Panam%C3%A1_%20esclusas%20gigantes%20y%20f%C3%ADsica.pdf
,Sesión 16,FUT - 016 Año 2075 Ascensores espaciales de nanotubos de carbono anclados (PDF),Paso 6: Línea de Tiempo del Futuro y Sci-Fi (Tecnología amable y robótica del mañana).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/16_Sesion/6.%20FUT-016_A%C3%B1o%202075_%20Ascensores%20espaciales%20de%20nanotubos%20de%20carbono%20anclados%20.pdf
,Sesión 16,NAT - 016 Aerodinámica y Metabolismo del Colibrí Esmeralda (Infografía Cien (PDF),"Paso 7: Biodiversidad y Naturaleza Fascinante (Fauna, flora e infografías científicas).",https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/16_Sesion/7.%20NAT-016_Aerodin%C3%A1mica%20y%20Metabolismo%20del%20Colibr%C3%AD%20Esmeralda%20%28Infograf%C3%ADa%20Cien.pdf
,Sesión 16,ARTE - 016 El Triunfo de Baco (Los Borrachos) de Diego Velázquez (1629) (PDF),Paso 8: Obras Maestras de la Historia del Arte (Los grandes genios de la pintura universal).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/16_Sesion/8.%20ARTE-016_El%20Triunfo%20de%20Baco%20%28Los%20Borrachos%29%20de%20Diego%20Vel%C3%A1zquez%20%281629%29.pdf
,Sesión 16,NIV - 016 Los 6 Niveles de Adicción y Dependencia Neuroquímica (PDF),Paso 9: Escalafones y Niveles (Cultura 101: clasificaciones del mundo con Meta-Prompting).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/16_Sesion/9.%20NIV-016_Los%206%20Niveles%20de%20Adicci%C3%B3n%20y%20Dependencia%20Neuroqu%C3%ADmica.pdf
