ID_CURSO,TEMA_CLASSROOM,TITULO_MATERIAL,DESCRIPCION_MATERIAL,URL_GITHUB
,Sesión 31,TXT - 031 Guía Práctica para Aprender a Usar Podómetros y Relojes de Salud (PDF),Paso 1: Prompts de Comunicación y Texto (El poder de la palabra en la IA).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/31_Sesion/1.%20TXT-031_Gu%C3%ADa%20Pr%C3%A1ctica%20para%20Aprender%20a%20Usar%20Pod%C3%B3metros%20y%20Relojes%20de%20Salud.pdf
,Sesión 31,EST - 031 STEAMPUNK E INVENTOS DE ÉPOCA - Serie Carrusel El Laboratorio de (PDF),Paso 2: Estilos Visuales de Imagen (Aprender a pedir estilos artísticos y fotográficos).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/31_Sesion/2.%20EST-031_STEAMPUNK%20E%20INVENTOS%20DE%20%C3%89POCA%20-%20Serie%20Carrusel_%20El%20Laboratorio%20de.pdf
,Sesión 31,PRAC - 031 Caso 1 Product Placement en Mano (Flujo en 3 Pasos con Arrastre (PDF),Paso 3: Taller Práctico con Gemini (Transformación y creatividad aplicada).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/31_Sesion/3.%20PRAC-031_Caso%201_%20Product%20Placement%20en%20Mano%20%28Flujo%20en%203%20Pasos%20con%20Arrastre%20.pdf
,Sesión 31,FRAC - 035 24. Gosper Curve Rainbow (MP4),Paso 4: Vídeo Fractal del Día en Alta Resolución (Visualización y asombro en aula).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/31_Sesion/4.%20FRAC-035%2024.%20Gosper_Curve_Rainbow.mp4
,Sesión 31,FRAC - 035 24. Gosper Curve Rainbow (PDF),Paso 4: Ficha del Fractal del Día (Geometría visual explicada para mayores).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/31_Sesion/4.%20FRAC-035%2024.%20Gosper_Curve_Rainbow.pdf
,Sesión 31,INT - 031 El interior de un chip de ordenador cuántico operando dentro del (PDF),Paso 5: El Mundo por Dentro y Reconstrucción Histórica (Corte transversal y arquitectura).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/31_Sesion/5.%20INT-031_El%20interior%20de%20un%20chip%20de%20ordenador%20cu%C3%A1ntico%20operando%20dentro%20del%20.pdf
,Sesión 31,FUT - 031 Año 50.000 El Sol artificial portátil para descongelar y coloniz (PDF),Paso 6: Línea de Tiempo del Futuro y Sci-Fi (Tecnología amable y robótica del mañana).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/31_Sesion/6.%20FUT-031_A%C3%B1o%2050.000_%20El%20Sol%20artificial%20port%C3%A1til%20para%20descongelar%20y%20coloniz.pdf
,Sesión 31,NAT - 031 La Mariposa Monarca y su Migración Solar Transcontinental (Infogr (PDF),"Paso 7: Biodiversidad y Naturaleza Fascinante (Fauna, flora e infografías científicas).",https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/31_Sesion/7.%20NAT-031_La%20Mariposa%20Monarca%20y%20su%20Migraci%C3%B3n%20Solar%20Transcontinental%20%28Infogr.pdf
,Sesión 31,"ARTE - 031 Impresión, Sol Naciente de Claude Monet (1872) (PDF)",Paso 8: Obras Maestras de la Historia del Arte (Los grandes genios de la pintura universal).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/31_Sesion/8.%20ARTE-031_Impresi%C3%B3n%2C%20Sol%20Naciente%20de%20Claude%20Monet%20%281872%29.pdf
,Sesión 31,NIV - 031 Los 6 Estratos de Profundidad del Océano y Adaptación (PDF),Paso 9: Escalafones y Niveles (Cultura 101: clasificaciones del mundo con Meta-Prompting).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/31_Sesion/9.%20NIV-031_Los%206%20Estratos%20de%20Profundidad%20del%20Oc%C3%A9ano%20y%20Adaptaci%C3%B3n.pdf
,Sesión 31,TRUC - 031 Limpieza Ecológica y Manchas Limpiar cristales sin rastros (PDF),"Paso 10: Trucos y Soluciones Cotidianas (Hogar, cocina y vida práctica con IA).",https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/31_Sesion/10.%20TRUC-031_Limpieza%20Ecol%C3%B3gica%20y%20Manchas_%20Limpiar%20cristales%20sin%20rastros.pdf
,Sesión 31,CUENT - 031 Paso 0 Introduccion Proyecto (PDF),Paso 11: Cuentos Ilustrados para Nietos (Historias personalizadas con valores).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/31_Sesion/11.CUENT-031_Paso_0_Introduccion_Proyecto.pdf
,Sesión 31,CUENT - 031 Paso 1 Perros El perro pastor que adoptó a un pato (PDF),Paso 11: Cuentos Ilustrados para Nietos (Historias personalizadas con valores).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/31_Sesion/11.CUENT-031_Paso_1_Perros_%20El%20perro%20pastor%20que%20adopt%C3%B3%20a%20un%20pato.pdf
,Sesión 31,CUENT - 031 Paso 2 Perros El perro pastor que adoptó a un pato (PDF),Paso 11: Cuentos Ilustrados para Nietos (Historias personalizadas con valores).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/31_Sesion/11.CUENT-031_Paso_2_Perros_%20El%20perro%20pastor%20que%20adopt%C3%B3%20a%20un%20pato.pdf
,Sesión 31,CUENT - 031 Paso 3 Perros El perro pastor que adoptó a un pato (PDF),Paso 11: Cuentos Ilustrados para Nietos (Historias personalizadas con valores).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/31_Sesion/11.CUENT-031_Paso_3_Perros_%20El%20perro%20pastor%20que%20adopt%C3%B3%20a%20un%20pato.pdf
,Sesión 31,MOVIL - 031 Parquímetro de Zona Azul Horarios de pago y tarifa gratuita (PDF),Paso 12: El Salvavidas del Móvil (Cámara y voz con la app de Gemini ante la pantalla).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/31_Sesion/12.%20MOVIL-031_Parqu%C3%ADmetro%20de%20Zona%20Azul_%20Horarios%20de%20pago%20y%20tarifa%20gratuita.pdf
,Sesión 31,MEM - 031 Las Excursiones Familiares o el Día de Campo (PDF),Paso 13: Cápsula de la Memoria (Fotos de pueblo o barrio con microrrelato para nietos).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/31_Sesion/13.%20MEM-031_Las%20Excursiones%20Familiares%20o%20el%20D%C3%ADa%20de%20Campo.pdf
,Sesión 31,"MEC - 031 La Locomotora de Vapor (Biela, Pistón y Ruedas) (PDF)",Paso 14: Cómo Funcionan las Cosas (Mecánica e Ingeniería en Vídeo 3D de 10 seg con Gemini).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/31_Sesion/14.%20MEC-031_La%20Locomotora%20de%20Vapor%20%28Biela%2C%20Pist%C3%B3n%20y%20Ruedas%29.pdf
,Sesión 32,TXT - 032 Asesor de Ejercicios de Memoria y Sudokus para Agilidad Mental (PDF),Paso 1: Prompts de Comunicación y Texto (El poder de la palabra en la IA).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/32_Sesion/1.%20TXT-032_Asesor%20de%20Ejercicios%20de%20Memoria%20y%20Sudokus%20para%20Agilidad%20Mental.pdf
