ID_CURSO,TEMA_CLASSROOM,TITULO_MATERIAL,DESCRIPCION_MATERIAL,URL_GITHUB
,Sesión 01,TXT - 001 La IA como Consejera de Compras del Hogar (PDF),Paso 1: Prompts de Comunicación y Texto (El poder de la palabra en la IA).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/1.%20TXT-001_La%20IA%20como%20Consejera%20de%20Compras%20del%20Hogar.pdf
,Sesión 01,EST - 001 REALISTA (FOTORREALISMO) - Faro al Amanecer (PDF),Paso 2: Estilos Visuales de Imagen (Aprender a pedir estilos artísticos y fotográficos).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/2.%20EST-001_REALISTA%20%28FOTORREALISMO%29%20-%20Faro%20al%20Amanecer.pdf
,Sesión 01,"PRAC - 001 Retrato Mágico Disfraz de Reyes, Aristócratas o Época Clásica (PDF)",Paso 3: Taller Práctico con Gemini (Transformación y creatividad aplicada).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/3.%20PRAC-001_Retrato%20M%C3%A1gico_%20Disfraz%20de%20Reyes%2C%20Arist%C3%B3cratas%20o%20%C3%89poca%20Cl%C3%A1sica.pdf
,Sesión 01,FRAC - 000 A Teoria Fractal (PDF),Paso 4: Ficha del Fractal del Día (Geometría visual explicada para mayores).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/4.%20FRAC-000_A_Teoria_Fractal.pdf
,Sesión 01,FRAC - 000 B Reto Visual (PDF),Paso 4: Ficha del Fractal del Día (Geometría visual explicada para mayores).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/4.%20FRAC-000_B_Reto_Visual.pdf
,Sesión 01,FRAC - 058 2. TU ERES UN FRACTAL (Biomimetica) (MP4),Paso 4: Vídeo Fractal del Día en Alta Resolución (Visualización y asombro en aula).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/4.%20FRAC-058%202.%20TU%20ERES%20UN%20FRACTAL%20%28Biomimetica%29%20.mp4
,Sesión 01,FRAC - 058 2. TU ERES UN FRACTAL (Biomimetica) (MP4),Paso 4: Vídeo Fractal del Día en Alta Resolución (Visualización y asombro en aula).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/4.%20FRAC-058%202.%20TU%20ERES%20UN%20FRACTAL%20%28Biomimetica%29.mp4
,Sesión 01,"FRAC - 058 Tu eres un Fractal (Pulmones, Bronquios y Sistema Circulatorio) (PDF)",Paso 4: Ficha del Fractal del Día (Geometría visual explicada para mayores).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/4.%20FRAC-058%20Tu%20eres%20un%20Fractal%20%28Pulmones%2C%20Bronquios%20y%20Sistema%20Circulatorio%29.pdf
,Sesión 01,"FRAC - 058 Tú eres un Fractal (Pulmones, Bronquios y Sistema Circulatorio) (PDF)",Paso 4: Ficha del Fractal del Día (Geometría visual explicada para mayores).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/4.%20FRAC-058%20T%C3%BA%20eres%20un%20Fractal%20%28Pulmones%2C%20Bronquios%20y%20Sistema%20Circulatorio%29.pdf
,Sesión 01,INT - 001 La Gran Biblioteca de Alejandría reconstruida por dentro (PDF),Paso 5: El Mundo por Dentro y Reconstrucción Histórica (Corte transversal y arquitectura).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/5.%20INT-001_La%20Gran%20Biblioteca%20de%20Alejandr%C3%ADa%20reconstruida%20por%20dentro.pdf
,Sesión 01,FUT - 001 Año 2030 El asistente robótico compasivo en el hogar familiar de personas mayores (PDF),Paso 6: Línea de Tiempo del Futuro y Sci-Fi (Tecnología amable y robótica del mañana).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/6.%20FUT-001_A%C3%B1o%202030_%20El%20asistente%20rob%C3%B3tico%20compasivo%20en%20el%20hogar%20familiar%20de%20personas%20mayores.pdf
,Sesión 01,NAT - 001 El Caballo Salvaje y su Biomecánica de Galope (Infografía Científ (PDF),"Paso 7: Biodiversidad y Naturaleza Fascinante (Fauna, flora e infografías científicas).",https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/7.%20NAT-001_El%20Caballo%20Salvaje%20y%20su%20Biomec%C3%A1nica%20de%20Galope%20%28Infograf%C3%ADa%20Cient%C3%ADf.pdf
,Sesión 01,ARTE - 001 La Gioconda (Mona Lisa) de Leonardo da Vinci (1503) (PDF),Paso 8: Obras Maestras de la Historia del Arte (Los grandes genios de la pintura universal).,https://javiercursocorreo-gif.github.io/Curso-IA/CLASES/EXPORTACION_FICHAS_CLASSROOM_PDF/100.%20%5BSESSIONS%5D%20TERNAS_LISTAS_PARA_CLASSROOM/01_Sesion/8.%20ARTE-001_La%20Gioconda%20%28Mona%20Lisa%29%20de%20Leonardo%20da%20Vinci%20%281503%29.pdf
